[Gene ID],[Genomic Location (Transcript)],[Product Description],,Start_loc,Stop_loc,LOCUS,STRAND,H_exp,S_exp,CONTIG,Start_TE,Stop_TE,Type,Subtype
CIMG_12943,GG704912:65672..66843(+),hypothetical protein,GG704912,65672,66843,CIMG_12943,+,0,0,GG704912,62466,66952,DNA,TcMar
CIMG_12941,GG704912:61598..62089(+),hypothetical protein,GG704912,61598,62089,CIMG_12941,+,0,0,GG704912,61936,62169,DNA,TcMar
CIMG_12940,GG704912:55822..56640(-),hypothetical protein,GG704912,55822,56640,CIMG_12940,-,0,0.0368,GG704912,58969,59080,DNA,TcMar
CIMG_12939,GG704912:53320..54027(-),hypothetical protein,GG704912,53320,54027,CIMG_12939,-,0,0,GG704912,52884,53034,DNA,TcMar
CIMG_12938,GG704912:48704..49329(+),hypothetical protein,GG704912,48704,49329,CIMG_12938,+,0.058,0.6924,GG704912,43902,49795,DNA,hAT
CIMG_12937,GG704912:47093..47689(-),hypothetical protein,GG704912,47093,47689,CIMG_12937,-,0,0,GG704912,43902,49795,DNA,hAT
CIMG_12936,GG704912:44366..44551(-),hypothetical protein,GG704912,44366,44551,CIMG_12936,-,0,0.1395,GG704912,43902,49795,DNA,hAT
CIMG_12934,GG704912:41459..42286(-),hypothetical protein,GG704912,41459,42286,CIMG_12934,-,0.0474,0.1213,GG704912,43902,49795,DNA,hAT
CIMG_12933,GG704912:35799..36830(-),hypothetical protein,GG704912,35799,36830,CIMG_12933,-,0,0.043,GG704912,35963,37131,DNA.3,0
CIMG_12932,GG704912:15119..16327(-),hypothetical protein,GG704912,15119,16327,CIMG_12932,-,0,0.1905,GG704912,15856,19030,DNA,TcMar
CIMG_12931,GG704912:14171..14788(+),hypothetical protein,GG704912,14171,14788,CIMG_12931,+,0,0.0573,GG704912,11788,15855,DNA,TcMar
CIMG_12930,GG704912:7487..8429(-),hypothetical protein,GG704912,7487,8429,CIMG_12930,-,0,0,GG704912,4437,6912,DNA,hAT
CIMG_12929,GG704912:5546..6535(-),hypothetical protein,GG704912,5546,6535,CIMG_12929,-,0,0,GG704912,4437,6912,DNA,hAT
CIMG_12928,GG704911:8478612..8479352(+),hypothetical protein,GG704911,8478612,8479352,CIMG_12928,+,0,0,GG704911,8478235,8480710,DNA,hAT
CIMG_12927,GG704911:8476718..8477660(+),hypothetical protein,GG704911,8476718,8477660,CIMG_12927,+,0,0.0362,GG704911,8478235,8480710,DNA,hAT
CIMG_12926,GG704911:8470359..8470976(-),hypothetical protein,GG704911,8470359,8470976,CIMG_12926,-,0,0,GG704911,8469292,8473388,DNA,TcMar
CIMG_12925,GG704911:8468982..8469593(+),hypothetical protein,GG704911,8468982,8469593,CIMG_12925,+,0,2.2486,GG704911,8469292,8473388,DNA,TcMar
CIMG_12924,GG704911:8453215..8453659(-),hypothetical protein,GG704911,8453215,8453659,CIMG_12924,-,0,0,GG704911,8452406,8454898,DNA,hAT
CIMG_12922,GG704911:8449781..8450653(+),hypothetical protein,GG704911,8449781,8450653,CIMG_12922,+,0,0.0645,GG704911,8452406,8454898,DNA,hAT
CIMG_12921,GG704911:8442514..8443113(+),transcription termination factor 2,GG704911,8442514,8443113,CIMG_12921,+,0,0.0989,GG704911,8440857,8445811,DNA,TcMar
CIMG_12920,GG704911:8431654..8432286(-),hypothetical protein,GG704911,8431654,8432286,CIMG_12920,-,0,0,GG704911,8432083,8433000,LTR,Gypsy
CIMG_12918,GG704911:8400767..8401409(+),hypothetical protein,GG704911,8400767,8401409,CIMG_12918,+,0,0,GG704911,8397332,8402044,DNA,TcMar
CIMG_12917,GG704911:8399407..8400218(+),hypothetical protein,GG704911,8399407,8400218,CIMG_12917,+,0,0,GG704911,8397332,8402044,DNA,TcMar
CIMG_12914,GG704911:8379615..8380482(-),hypothetical protein,GG704911,8379615,8380482,CIMG_12914,-,0,0.1088,GG704911,8380240,8381144,DNA,TcMar
CIMG_12913,GG704911:8374509..8374736(+),hypothetical protein,GG704911,8374509,8374736,CIMG_12913,+,0,0.6832,GG704911,8374696,8375757,DNA,TcMar
CIMG_12911,GG704911:8279409..8280031(+),hypothetical protein,GG704911,8279409,8280031,CIMG_12911,+,0.1771,0.7044,GG704911,8274608,8282216,DNA,hAT
CIMG_12910,GG704911:8277798..8278007(-),hypothetical protein,GG704911,8277798,8278007,CIMG_12910,-,0,0.3709,GG704911,8274608,8282216,DNA,hAT
CIMG_12909,GG704911:8269117..8269368(+),hypothetical protein,GG704911,8269117,8269368,CIMG_12909,+,0,0,GG704911,8267837,8267949,DNA,TcMar
CIMG_12908,GG704911:8226398..8227040(-),hypothetical protein,GG704911,8226398,8227040,CIMG_12908,-,0,0,GG704911,8225761,8228461,DNA,TcMar
CIMG_12907,GG704911:8205517..8206424(+),phosphotransferase enzyme family protein,GG704911,8205517,8206424,CIMG_12907,+,1.1974,0.2267,GG704911,8205203,8205306,LINE,Tad1
CIMG_12906,GG704911:8185661..8186179(+),hypothetical protein,GG704911,8185434,8187931,CIMG_12906,+,23.9099,134.4193,GG704911,8185114,8185144,LTR,Gypsy
CIMG_12903,GG704911:8088610..8089464(+),hypothetical protein,GG704911,8088610,8089464,CIMG_12903,+,3.1032,9.9533,GG704911,8083114,8084071,DNA,TcMar
CIMG_12898,GG704911:7915623..7915853(+),hypothetical protein,GG704911,7915327,7916156,CIMG_12898,+,10.6454,31.6586,GG704911,7911612,7911688,LTR,Gypsy
CIMG_12891,GG704911:7756589..7757381(+),hypothetical protein,GG704911,7756589,7757381,CIMG_12891,+,0.7181,5.9885,GG704911,7755061,7755218,LTR,Copia
CIMG_12885,GG704911:7620146..7620861(-),hypothetical protein,GG704911,7620146,7620861,CIMG_12885,-,4.9142,1.1865,GG704911,7624905,7625027,LTR,Gypsy
CIMG_12867,GG704911:7142763..7143131(-),hypothetical protein,GG704911,7142763,7143131,CIMG_12867,-,3.2644,7.9337,GG704911,7141949,7142062,LTR,Gypsy
CIMG_12858,GG704911:6953750..6954425(+),hypothetical protein,GG704911,6953750,6954425,CIMG_12858,+,0.086,0.0733,GG704911,6951794,6951880,LTR,Copia
CIMG_12851,GG704911:6793884..6794120(+),hypothetical protein,GG704911,6793884,6794120,CIMG_12851,+,7.5848,6.9021,GG704911,6791499,6791605,LTR,Gypsy
CIMG_12852,GG704911:6804261..6804539(-),hypothetical protein,GG704911,6803670,6804984,CIMG_12852,-,4.0068,21.7712,GG704911,6805664,6805697,DNA,PiggyBac
CIMG_12857,GG704911:6946429..6947937(-),hypothetical protein,GG704911,6946202,6947994,CIMG_12857,-,0.02,0.0171,GG704911,6951782,6951866,DNA,TcMar
CIMG_12849,GG704911:6696750..6697181(-),hypothetical protein,GG704911,6696750,6697181,CIMG_12849,-,2.3896,3.3092,GG704911,6699410,6699468,DNA,TcMar
CIMG_12844,GG704911:6569979..6570457(+),hypothetical protein,GG704911,6569979,6570457,CIMG_12844,+,0,1.1696,GG704911,6564443,6575512,DNA,hAT
CIMG_12843,GG704911:6566150..6566478(+),hypothetical protein,GG704911,6566150,6566478,CIMG_12843,+,0,0.1081,GG704911,6564443,6575512,DNA,hAT
CIMG_12827,GG704911:6178488..6178829(+),hypothetical protein,GG704911,6178488,6178829,CIMG_12827,+,0.6236,1.4425,GG704911,6175194,6179419,DNA,MULE-MuDR
CIMG_12825,GG704911:6168250..6168606(-),hypothetical protein,GG704911,6168250,6168606,CIMG_12825,-,0,0.1454,GG704911,6164565,6174723,LTR,Gypsy
CIMG_12817,GG704911:6031516..6032780(-),hypothetical protein,GG704911,6031516,6032780,CIMG_12817,-,2.1987,3.9854,GG704911,6035529,6035675,DNA,hAT
CIMG_12792,GG704911:4896053..4897310(+),hypothetical protein,GG704911,4896053,4897310,CIMG_12792,+,1.1022,1.7667,GG704911,4893305,4895932,DNA,TcMar
CIMG_12776,GG704911:4436720..4438023(+),hypothetical protein,GG704911,4436720,4438023,CIMG_12776,+,1.7158,1.0275,GG704911,4432224,4432427,DNA,CMC-EnSpm
CIMG_12769,GG704911:4129607..4129943(-),hypothetical protein,GG704911,4129607,4129943,CIMG_12769,-,0,0.0972,GG704911,4129786,4130022,DNA,TcMar
CIMG_12751,GG704911:3540217..3540522(+),hypothetical protein,GG704911,3539570,3540556,CIMG_12751,+,0.5247,0.9996,GG704911,3538889,3539067,DNA,TcMar
CIMG_12749,GG704911:3512954..3513700(-),hypothetical protein,GG704911,3512954,3513700,CIMG_12749,-,8.4429,27.1469,GG704911,3515271,3515340,LTR,Ngaro
CIMG_12743,GG704911:3424540..3424779(+),hypothetical protein,GG704911,3424460,3425673,CIMG_12743,+,0.4517,0.9624,GG704911,3422375,3422479,LINE,Tad1
CIMG_12742,GG704911:3357838..3358323(+),hypothetical protein,GG704911,3357838,3358323,CIMG_12742,+,6.5634,9.0083,GG704911,3357976,3358307,LTR,Gypsy
CIMG_12734,GG704911:3225268..3225642(-),hypothetical protein,GG704911,3224805,3226374,CIMG_12734,-,0.0917,0.3321,GG704911,3219921,3226987,LTR,Gypsy
CIMG_12733,GG704911:3213434..3213915(-),hypothetical protein,GG704911,3213434,3213915,CIMG_12733,-,0.0715,0.1219,GG704911,3214690,3214744,DNA,hAT
CIMG_12729,GG704911:3196269..3197392(+),hypothetical protein,GG704911,3196269,3197392,CIMG_12729,+,0,0.3281,GG704911,3198189,3198296,DNA,TcMar
CIMG_12723,GG704911:3061787..3063278(+),hypothetical protein,GG704911,3061787,3063278,CIMG_12723,+,0.0822,0.5956,GG704911,3057479,3057543,LTR,Copia
CIMG_12720,GG704911:2968532..2969306(-),hypothetical protein,GG704911,2968532,2969306,CIMG_12720,-,0,0.1407,GG704911,2965616,2969434,LTR,Ngaro
CIMG_12719,GG704911:2945047..2946590(-),hypothetical protein,GG704911,2945047,2946590,CIMG_12719,-,0.2705,1.0268,GG704911,2943667,2943791,LTR,Gypsy
CIMG_12718,GG704911:2933051..2933524(+),hypothetical protein,GG704911,2933051,2933524,CIMG_12718,+,0,0,GG704911,2931870,2933689,LTR,Gypsy
CIMG_12717,GG704911:2918486..2919477(+),hypothetical protein,GG704911,2918486,2919477,CIMG_12717,+,0,0.7868,GG704911,2917553,2924617,DNA,TcMar
CIMG_12716,GG704911:2913474..2914019(-),hypothetical protein,GG704911,2913474,2914019,CIMG_12716,-,0,0.7767,GG704911,2907872,2914194,LTR,Gypsy
CIMG_12715,GG704911:2711560..2712594(+),hypothetical protein,GG704911,2711560,2712594,CIMG_12715,+,0,0.045,GG704911,2711387,2714412,LTR,Gypsy
CIMG_12710,GG704911:2354071..2355435(+),hypothetical protein,GG704911,2354071,2355435,CIMG_12710,+,0,0,GG704911,2352944,2362346,DNA,TcMar
CIMG_12701,GG704911:2215019..2216335(+),hypothetical protein,GG704911,2214577,2216335,CIMG_12701,+,0.2167,0.0167,GG704911,2211068,2211363,DNA,TcMar
CIMG_12691,GG704911:2008506..2009584(-),hypothetical protein,GG704911,2008506,2009584,CIMG_12691,-,5.9817,14.2294,GG704911,2009571,2010003,LTR,Gypsy
CIMG_12663,GG704911:1564966..1566207(-),hypothetical protein,GG704911,1564966,1566207,CIMG_12663,-,0.2468,2.0736,GG704911,1566463,1566496,DNA,TcMar
CIMG_12662,GG704911:1563039..1564090(-),hypothetical protein,GG704911,1563039,1564090,CIMG_12662,-,0.0447,0.1525,GG704911,1566463,1566496,DNA,TcMar
CIMG_12659,GG704911:1530048..1530424(-),hypothetical protein,GG704911,1529808,1530648,CIMG_12659,-,0.166,0.6013,GG704911,1530909,1536055,LTR,Gypsy
CIMG_12653,GG704911:1429047..1429775(+),hypothetical protein,GG704911,1429047,1429775,CIMG_12653,+,0,0.0569,GG704911,1428348,1429829,DNA,hAT
CIMG_12652,GG704911:1427682..1428378(+),hypothetical protein,GG704911,1427682,1428378,CIMG_12652,+,0,0.3532,GG704911,1428348,1429829,DNA,hAT
CIMG_12642,GG704911:1127057..1127620(-),hypothetical protein,GG704911,1127057,1127620,CIMG_12642,-,0.0868,0,GG704911,1127525,1127742,DNA,TcMar
CIMG_12641,GG704911:1120364..1120609(+),hypothetical protein,GG704911,1120364,1120609,CIMG_12641,+,0,0.1055,GG704911,1119616,1126598,LTR,Gypsy
CIMG_12638,GG704911:1052459..1052989(+),hypothetical protein,GG704911,1052459,1052989,CIMG_12638,+,39.7061,13.8871,GG704911,1050339,1052233,LTR,Copia
CIMG_12634,GG704911:1000129..1000911(-),hypothetical protein,GG704911,1000129,1000911,CIMG_12634,-,0,0.0515,GG704911,991398,1002025,LTR,Gypsy
CIMG_12633,GG704911:993014..993843(-),hypothetical protein,GG704911,993014,993843,CIMG_12633,-,0,0,GG704911,991398,1002025,LTR,Gypsy
CIMG_12631,GG704911:983331..984011(+),hypothetical protein,GG704911,983331,984011,CIMG_12631,+,0,0,GG704911,984318,984467,DNA,TcMar
CIMG_12630,GG704911:978090..978703(+),hypothetical protein,GG704911,978090,979076,CIMG_12630,+,0,0,GG704911,974026,979293,LTR,Gypsy
CIMG_12629,GG704911:975232..975735(+),hypothetical protein,GG704911,975232,975735,CIMG_12629,+,0,0,GG704911,974026,979293,LTR,Gypsy
CIMG_12628,GG704911:971582..971791(+),hypothetical protein,GG704911,971582,971791,CIMG_12628,+,0,0,GG704911,963452,974024,LTR,Gypsy
CIMG_12627,GG704911:960507..961933(+),hypothetical protein,GG704911,960507,961933,CIMG_12627,+,0,0.1918,GG704911,959373,963447,LTR,Gypsy
CIMG_12626,GG704911:954081..954800(-),hypothetical protein,GG704911,954081,954800,CIMG_12626,-,0,0.0721,GG704911,952413,959370,LTR,Gypsy
CIMG_12625,GG704911:951729..952231(+),hypothetical protein,GG704911,951729,952231,CIMG_12625,+,0,2.412,GG704911,951216,952412,LTR,Gypsy
CIMG_12624,GG704911:947821..948174(+),hypothetical protein,GG704911,947821,948174,CIMG_12624,+,0,0,GG704911,947438,951215,LTR,Gypsy
CIMG_12623,GG704911:927306..927797(-),hypothetical protein,GG704911,927306,927797,CIMG_12623,-,0,0,GG704911,926718,937298,LTR,Gypsy
CIMG_12618,GG704911:743976..744371(-),hypothetical protein,GG704911,743976,744371,CIMG_12618,-,0,0.8207,GG704911,743508,749293,DNA,hAT
CIMG_12616,GG704911:686188..686352(-),hypothetical protein,GG704911,686188,686352,CIMG_12616,-,0,1.2589,GG704911,686118,686945,LTR,Copia
CIMG_12615,GG704911:628094..629197(+),hypothetical protein,GG704911,628094,629197,CIMG_12615,+,0,0.0286,GG704911,627399,636579,LTR,Gypsy
CIMG_12614,GG704911:591003..591335(+),hypothetical protein,GG704911,591003,591335,CIMG_12614,+,0,0,GG704911,590469,590799,LTR,Gypsy
CIMG_12613,GG704911:586701..587486(-),hypothetical protein,GG704911,586701,587486,CIMG_12613,-,0,0.5495,GG704911,582702,588210,LTR,Gypsy
CIMG_12612,GG704911:577092..577993(+),hypothetical protein,GG704911,577092,577993,CIMG_12612,+,0.1302,2.885,GG704911,576891,578534,DNA,hAT
CIMG_12611,GG704911:576193..576462(+),hypothetical protein,GG704911,575884,576692,CIMG_12611,+,0.0753,1.6368,GG704911,572802,578539,DNA,MULE-MuDR
CIMG_12610,GG704911:567010..567670(-),hypothetical protein,GG704911,567010,567670,CIMG_12610,-,0,0,GG704911,566376,570574,DNA,TcMar
CIMG_12609,GG704911:559746..560058(+),hypothetical protein,GG704911,559746,560058,CIMG_12609,+,0,0.1081,GG704911,556251,563784,LTR,Gypsy
CIMG_12608,GG704911:556977..557453(+),hypothetical protein,GG704911,556977,557453,CIMG_12608,+,0,0,GG704911,556251,563784,LTR,Gypsy
CIMG_12606,GG704911:514662..514832(+),hypothetical protein,GG704911,514662,514832,CIMG_12606,+,0,0,GG704911,510018,520798,DNA,hAT
CIMG_12607,GG704911:519869..520381(+),hypothetical protein,GG704911,519869,520381,CIMG_12607,+,0.2571,0.1095,GG704911,510018,520798,DNA,hAT
CIMG_12603,GG704911:504800..505710(+),hypothetical protein,GG704911,504800,505710,CIMG_12603,+,0,0.1036,GG704911,501098,504291,LTR,Gypsy
CIMG_12601,GG704911:491107..491666(-),hypothetical protein,GG704911,491107,491666,CIMG_12601,-,0,0,GG704911,490519,501096,LTR,Gypsy
CIMG_12600,GG704911:490022..490729(+),hypothetical protein,GG704911,490022,490729,CIMG_12600,+,0,0,GG704911,490519,501096,LTR,Gypsy
CIMG_12598,GG704911:473694..474170(-),hypothetical protein,GG704911,473694,474170,CIMG_12598,-,0.0638,0.4899,GG704911,473849,477576,DNA,hAT
CIMG_12596,GG704911:435604..436184(-),hypothetical protein,GG704911,435604,436184,CIMG_12596,-,0,0,GG704911,435016,445524,LTR,Gypsy
CIMG_12595,GG704911:427459..428132(+),hypothetical protein,GG704911,427459,428132,CIMG_12595,+,0.1005,14.4822,GG704911,427348,431262,LTR,Gypsy
CIMG_12594,GG704911:420840..421848(-),hypothetical protein,GG704911,420840,421848,CIMG_12594,-,0,0,GG704911,421830,423717,LTR,Gypsy
CIMG_12593,GG704911:415473..416335(+),hypothetical protein,GG704911,415473,416335,CIMG_12593,+,0,0.0715,GG704911,414951,416900,DNA,TcMar
CIMG_12592,GG704911:413568..414474(+),hypothetical protein,GG704911,413568,414474,CIMG_12592,+,0.1204,0.2736,GG704911,409160,414951,DNA,hAT
CIMG_12590,GG704911:399769..401015(-),hypothetical protein,GG704911,399769,401015,CIMG_12590,-,0,0.0474,GG704911,397447,397597,DNA,TcMar
CIMG_12589,GG704911:389216..389603(+),hypothetical protein,GG704911,389216,389603,CIMG_12589,+,0,0,GG704911,385763,389804,LTR,Gypsy
CIMG_12588,GG704911:342785..343265(+),hypothetical protein,GG704911,342785,343265,CIMG_12588,+,0,0,GG704911,341904,344769,LTR,Gypsy
CIMG_12587,GG704911:284182..284934(+),hypothetical protein,GG704911,284182,284934,CIMG_12587,+,0,0,GG704911,278219,282496,LTR,Gypsy
CIMG_12586,GG704911:277339..277752(+),hypothetical protein,GG704911,277339,277752,CIMG_12586,+,0.1471,2.5714,GG704911,276698,278227,DNA.1,0
CIMG_12585,GG704911:275589..276080(-),hypothetical protein,GG704911,275589,276080,CIMG_12585,-,0,0.0786,GG704911,269537,276653,DNA,hAT
CIMG_12584,GG704911:272837..273034(-),hypothetical protein,GG704911,272837,273034,CIMG_12584,-,0,0.2622,GG704911,269537,276653,DNA,hAT
CIMG_12583,GG704911:267882..268358(-),hypothetical protein,GG704911,267882,268358,CIMG_12583,-,0,0,GG704911,261524,269109,LTR,Gypsy
CIMG_12580,GG704911:242284..243255(+),serine/threonine protein kinase,GG704911,242242,243642,CIMG_12580,+,28.9023,33.1375,GG704911,245656,250587,LTR,Gypsy
CIMG_12578,GG704911:236955..237533(-),hypothetical protein,GG704911,236955,237533,CIMG_12578,-,0,0,GG704911,236582,238912,DNA,TcMar
CIMG_12577,GG704911:217344..217553(+),hypothetical protein,GG704911,217344,217553,CIMG_12577,+,0.145,1.1127,GG704911,215491,220744,DNA,hAT
CIMG_12575,GG704911:209747..210352(+),hypothetical protein,GG704911,209747,210352,CIMG_12575,+,0,0,GG704911,208283,212117,DNA,hAT
CIMG_12574,GG704911:208239..208634(-),hypothetical protein,GG704911,208239,208634,CIMG_12574,-,0.4616,0.5901,GG704911,208283,212117,DNA,hAT
CIMG_12573,GG704911:167734..168510(-),hypothetical protein,GG704911,167734,168510,CIMG_12573,-,0,0.0362,GG704911,165048,170446,LTR,Gypsy
CIMG_12572,GG704911:131621..132097(+),hypothetical protein,GG704911,131621,132097,CIMG_12572,+,0.0986,0.3361,GG704911,130879,138567,LTR,Gypsy
CIMG_12570,GG704911:105364..106958(+),hypothetical protein,GG704911,105364,106958,CIMG_12570,+,0,0,GG704911,106819,112162,LTR,Gypsy
CIMG_12566,GG704911:40258..41124(+),hypothetical protein,GG704911,40258,41124,CIMG_12566,+,0.1443,0.082,GG704911,34485,40318,DNA,TcMar
CIMG_12565,GG704911:39500..39790(-),hypothetical protein,GG704911,39500,39790,CIMG_12565,-,0,0.1236,GG704911,34485,40318,DNA,TcMar
CIMG_12564,GG704911:38195..39040(-),hypothetical protein,GG704911,38195,39040,CIMG_12564,-,0,0,GG704911,34485,40318,DNA,TcMar
CIMG_12563,GG704911:36047..36616(-),hypothetical protein,GG704911,36047,36616,CIMG_12563,-,0,0.1527,GG704911,34485,40318,DNA,TcMar
CIMG_12562,GG704911:31270..31689(-),hypothetical protein,GG704911,31270,31689,CIMG_12562,-,0,0.3709,GG704911,27485,29615,DNA,hAT
CIMG_12561,GG704911:30073..30612(-),hypothetical protein,GG704911,30073,30612,CIMG_12561,-,0,0.048,GG704911,27485,29615,DNA,hAT
CIMG_12560,GG704911:28278..28809(+),hypothetical protein,GG704911,28278,28809,CIMG_12560,+,0,0.1169,GG704911,27485,29615,DNA,hAT
CIMG_12559,GG704911:11507..12103(-),hypothetical protein,GG704911,11507,12103,CIMG_12559,-,0,0,GG704911,8482,13370,DNA,TcMar
CIMG_12558,GG704911:10745..11245(-),hypothetical protein,GG704911,10745,11245,CIMG_12558,-,0,0,GG704911,8482,13370,DNA,TcMar
CIMG_12557,GG704911:3700..4335(-),hypothetical protein,GG704911,3700,4335,CIMG_12557,-,0,0,GG704911,763,3251,DNA,hAT
CIMG_12556,GG704911:2010..2454(+),hypothetical protein,GG704911,2010,2454,CIMG_12556,+,0,0,GG704911,763,3251,DNA,hAT
CIMG_12548,GG704911:374286..374556(-),hypothetical protein,GG704911,373693,374592,CIMG_12548,-,0.036,0.3994,GG704911,375935,376134,DNA,TcMar
CIMG_12509,GG704915:780073..781714(-),hypothetical protein,GG704915,780073,781714,CIMG_12509,-,5.1079,4.9991,GG704915,783568,784060,DNA,TcMar
CIMG_12454,GG704915:156057..156416(+),hypothetical protein,GG704915,155862,156559,CIMG_12454,+,13.1449,16.6432,GG704915,153625,154611,DNA,TcMar
CIMG_12452,GG704915:153166..154647(+),hypothetical protein,GG704915,153166,154647,CIMG_12452,+,0.028,0.0478,GG704915,153625,154611,DNA,TcMar
CIMG_12441,GG704912:138781..139555(-),hypothetical protein,GG704912,138781,139555,CIMG_12441,-,1.1524,3.4374,GG704912,141964,142136,DNA,hAT
CIMG_12447,GG704912:43504..43931(-),heat shock protein 70,GG704912,43504,43931,CIMG_12447,-,0,1.8852,GG704912,43902,49795,DNA,hAT
CIMG_12391,GG704912:717619..718340(+),hypothetical protein,GG704912,717619,718340,CIMG_12391,+,2.143,1.3498,GG704912,713257,713355,DNA,TcMar
CIMG_12241,GG704913:322909..323468(+),ribosomal protein L36,GG704913,322836,323908,CIMG_12241,+,154.1224,173.1009,GG704913,323990,324169,DNA,TcMar
CIMG_12217,GG704913:530141..531131(-),serine/threonine protein kinase,GG704913,530141,531131,CIMG_12217,-,0.7115,2.0948,GG704913,533697,534011,DNA,TcMar
CIMG_12198,GG704913:812758..813119(-),hypothetical protein,GG704913,812758,813119,CIMG_12198,-,0.4978,1.0182,GG704913,816820,822283,LTR,Copia
CIMG_12125,GG704913:1879384..1880613(+),serine/threonine protein kinase,GG704913,1878985,1881215,CIMG_12125,+,38.8397,88.5328,GG704913,1878898,1878942,DNA,TcMar
CIMG_12056,GG704913:2570351..2572258(-),glucosyltransferase,GG704913,2569784,2572258,CIMG_12056,-,0.2723,0.3205,GG704913,2572921,2573252,LTR,Copia
CIMG_12008,GG704913:3243786..3244188(+),hypothetical protein,GG704913,3243786,3244188,CIMG_12008,+,1.0597,0.7526,GG704913,3241455,3241854,DNA,TcMar
CIMG_11954,GG704912:5106224..5106876(+),hypothetical protein,GG704912,5106050,5106989,CIMG_11954,+,59.5434,104.8398,GG704912,5105084,5105165,LTR,Gypsy
CIMG_11944,GG704912:5055403..5055913(-),hypothetical protein,GG704912,5055403,5055913,CIMG_11944,-,2.1987,5.1751,GG704912,5056852,5056887,DNA,hAT
CIMG_11930,GG704912:4929938..4935686(-),proteasome component,GG704912,4929938,4935742,CIMG_11930,-,1.5956,0.9772,GG704912,4939930,4940084,DNA,TcMar
